Product Name,Model,Category,Image(s),Specs,Price (INR),Discount Info,Slide No,Brand,Stock Status,Keywords,Usage Description,cloudinary_url
Carbon Brush Replaceable Type Electric Screw Driver,DB-SD-2215B,Screwdriver,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/51xaW472lps5MemZoe0Yag/-JVxmGZFRIhYhN6X-N2YGI5y_lcxxSJW6qEG1KQ-b43KeJVKqxxvu6x_wxr8oeyCrqVKjE3MBOuZH0rrlfPqIzs5pw0bNHwP0Ahm-8biM0SNe3ZdofatsspOZmRJpZfapKwEsmst-BIJJhZFqSk5eir08uDiCDDq6uiIolZoeCM/B9JlqWgeHxpLBCceiP6lyPLJ6Gr-uWxHXWPvGyVDvxg),"Motor Type: AC Motor, Output Range NM: 0.20 - 1.5Nm, Output Range Kgf.cm: 2 - 15Kgf.cm, Unloaded Rotation (RPM): 1200, Screw Size Tapping: 1.6 - 2.5mm, Screw Size Machining: 1.6 - 3.0mm, Bit Size: 1/4",INR 7720.00,25% off,280,Drebon,,"Electric, Screwdriver, Carbon Brush, Replaceable",This is a carbon brush replaceable electric screwdriver suitable for various tapping and machining screw sizes.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342350/eojdxl3pfcivqbcunkjc.png
Economic Brushless Electric Screw Driver,DB-SD-45BL,Srewdriver,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/jhMXga4E0aVbcH3dd_PmOw/buSpttgsEbzZJKGaKsDhH9KhfxlbNB2l3_EPVYsCceN_RA2pBjOSfWlJXoZ7gDzm4zkq_HGkvuweqB6DYiDrSntxHPvQHXwodhnZHj6Inl3TrijPL5ajD3-rsIUJTfR-xvsD9fxSf1wTrbAGXl85XZ32WDu8pltOibg6_4j9evs/6rrWZpcBbFvhoRQH4aQ3VCm7z6K-b-8bUk0A-GqeyWU),"Motor Type:DC Motor, Output Range NM:0.80 - 4.5Nm, Output Range Kgf.cm:8 - 45Kgf.cm, Unloaded Rotation (RPM):500-800, Screw Size Tapping:2.0 - 5.5mm, Screw Size Machining:2.0 - 6.0mm",INR 8665.00,25% off,280,Drebon,,"Economic, Brushless, Electric, Screw Driver",An economic brushless electric screwdriver for various screwing applications.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342351/sktvgswxdmefhampvtxe.png
Carbon Brush Replaceable Type Electric Screw Driver,DB-SD-2235B,Screwdriver,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/3moZVZYXyWl3pd_5f_A_wA/LI3W8aUJ53bhX-2RcegmMdy0rtatdwf4ThUlPnfeiq6Tn7uLCFrmaCC9wbzSivPyYvD_l4wA6sRpLZQw6C_NGmew3dpy8V7Ba8oeFBITkqM6ELBbVOALwR5Xu4ndlDRYxOFAHkCwywzOmWh1FP72NfvE0_jEjvhQD7sX9vbfc50/S42Uk1_nIaL9Jg9ad3jXdwdzP6tPtPqIlRV6yzAbZCA),"Motor Type: AC Motor, Output Range NM: 0.50 - 3.5Nm, Output Range Kgf.cm: 5 - 35Kgf.cm, Unloaded Rotation (RPM): 800, Screw Size Tapping: 2.6 - 5.5mm, Screw Size Machining: 2.6 - 6.0mm",INR 7720.00,25% off,280,Drebon,,"Electric, Screwdriver, Carbon Brush, Replaceable, Driver, AC Motor",A carbon brush replaceable type electric screwdriver.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342352/pechmvcvun1l41mopkcc.png
Carbon Brush Replaceable Type Electric Screw Driver,DB-SD-2225B,Screwdriver,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/x6Qa41p1xE8uAoH49aBM_A/pY6c09bu0As0xTLG5HNClnZ9NPpbZsO_eKbasyihn2sklU4dRvY7FTfLXJ_UI4a2k9CDv0yMDrtSm0l6CKvCbQ8rk9of-LF3_OLvMcrRs4uSHBCxDdgQmPNt3EJ9f37_HCB-vLWbpVcb3uEmtORn7PEePFBQU8JThrrvYcROYRs/4TZtvK2xLN1Zv1-s1i-1k3RuPYhN4CvC9zYIw1Dtd7U),"Motor Type: AC Motor, Output Range NM: 0.30 - 2.5Nm, Output Range Kgf.cm: 3 - 25Kgf.cm, Unloaded Rotation (RPM): 1200, Screw Size Tapping: 1.6 - 4.0mm, Screw Size Machining: 1.6 - 4.5mm, Bit Size: 1/4",INR 7720.00,25% off,280,Drebon,,"Carbon Brush, Electric Screwdriver, Replaceable, DB-SD-2225B",A carbon brush replaceable electric screwdriver for various screw driving applications.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342352/lxs6uhyt6mhdr2mfytiz.png
Electric Screw Driver Auto Shut Off Type,DB-SD-222EAC,Screwdriver,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/2mclUeUZ25v0vLP1eDAAfg/nxoM-IJavQTE87_sxH6Ap0rZZ0gJdWefYqZQgF2NsAXxTEDVnFK2Qax3IGLOJTmWxXrVweVHfgswJuxFO6WIK4bzjO2gStYQHtCMx1NLIGXDqWZInhK5SjE2CndrM-7rg2Mrr7Y2l36sMIuSGmsbSFjc1KHOX1h_cXQH4WcjxOo/bXp5LWpxPsy86txHHEzxL9jJ4ZrcKDX5pZ5nHHsqVXs),"Motor Type: AC Motor, Bit Size: 1/4",INR 3580.00,25% off,280,Drebon,,"Electric Screwdriver, Auto Shut Off Type",This is an electric screwdriver with an auto shut off feature.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342353/vbc8y908amjug3sp2bwe.png
Economical Carbon Brush Type Electric Screw Driver,DB-SD-100EAC,Screwdriver,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/jowt-BFUplmIlZv1YSK_RA/hQHcpQtavUMwie8ERha45Sawo3B8eBzOqOMcqeSsAQlR0NY2T5IXSCIMK28hP_YDSTo6-Cws4qP4oLP79Tt-rtoSUtMnToSUE9yYnzjGA0LpA1VQ_l12ad4DSGUmpmbYd4EicH38RrIrC6rGREMUbCo38awwPKWYMKer_MegbnQ/NpWlVKsX-I7knycbHvSHWSibEf1mavCOW4n4mHH_5Rc),"Motor Type: AC Motor, Output Range NM: 0.30 - 2.8Nm, Output Range Kgf.cm: 3 - 28Kgf.cm, Unloaded Rotation (RPM): 900, Screw Size Tapping: 1.6 - 3.5mm, Screw Size Machining: 2.0 - 5.0mm",INR 3415.00,25% off,280,Drebon,,"Electric Screwdriver, Carbon Brush, Economical, Screw Driver",An economical carbon brush type electric screwdriver designed for driving screws with specific torque and speed ranges.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342354/x7p7gmffswsaz0njw8vj.png
Electric Screwdriver,DB-PGLX-10L-SB,Screwdriver,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/6uFjhGMyYzMMY6HVZgGOhQ/Q2Eit1aFrJk7IEVsjuxgFq2-Oq6oM992jyZIwT2clQn311fp9QQeh6VWWK952y3ma9f0WJDR_MYM22rG2jzMpdNGNs7_u9iwQxjG9VdZlenlbpu0cssVIfpv_uZSMB8dc4Ia02T4GaLEaRwmn5yfAKtJvx17vi8W_XFAi_QIhu4/D4YkDC9GTiskFNYUxvEPig9IyQC5HlIBrL9Pd6SqCBI),"INPUT VOLTAGE: DC-30V, TORQUE RANGE: 2-10Kg.cm, 0.88-8.8Lbf.in, 0.1-1Nm, TORQUE ACCURACY: (+)(-) 3%, TORQUE ADJUSTMENT: STEPLSS, START THE WAY: HAND PRESSING TYPE, SLOW RPM: 1000, QUICK RPM: 2000-2500, WEIGHT (g): 450, NO LOAD CURRENT (A): 0.3A, APPLICABLE STARTER: H6.35, APPLICABLE SCREW DAIAMETERS(mm): MECHANICAL TOOTH 2.0-3.0, SELF TACKING TOOTH 1.6-2.6",INR 13000.00,25% off,280,Drebon,,"electric screwdriver, torque screwdriver, precision screwdriver, power tool",An electric screwdriver for various screw driving applications with adjustable torque and RPM.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342355/v2xlk1frvhkduhtd2l3p.png
Electric Screwdriver,DB-PGLX-17L-SB,Screwdriver,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/zx9qQLvR-oO0kQAKhb3mWQ/hOzmaNJ7QnuFDpODYG0fxHloTkQ9R5cQyl8U2A8ykew0bB_PUIzMngLh5q7hygyZ6OEVIHFaAypPHIXKKU9tNYmqYKOMiUMn8Zme2nLSP3P_vGHz9ypcqDkrShcEx8NWt6Jd9X5Lh05GYWMnCLXWKgRAhoCrBWCPJ12ac52V9rs/y7aLc_fkOOOf80FQLvIrXkGCkhN-dLhCLZO6qxp0blc),"Torque Range: 4-17Kg.cm, 1.76-13.2Lbf.in, 0.2-1.5Nm, Torque Accuracy: (+)(-) 3%, Torque Adjustment: Stepless, Start The Way: Hand Pressing Type, Slow RPM: 1000, Quick RPM: 2000-2500, Weight: 430g, No Load Current: 0.3A, Applicable Starter: H6.35, Applicable Screw Diameters: Mechanical Tooth 2.3-3.5mm, Self Tacking Tooth 2.0-3.0mm",INR 13000.00,25% off,280,Drebon,,"screwdriver, electric screwdriver, torque adjustment, high speed, precision, lightweight",This electric screwdriver is designed for precise fastening and loosening of screws with adjustable torque and high RPM options.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342356/jf6nrvrmty1iz33ez2t9.png
Twin Mechanism Screwdriver,DB-PGHS-5P-SB,Screwdriver,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/WazJwlfrkciQc7-8scWtSA/AdBdGj0dhXroQQ5w0P4h1HtkwFHwGjwi_3XLI700l8iVBZzXSiqD0X_NLMME0PpiKBlkeN6wQY07v56HzYtdIGDMK2AOjJIj-x-hj6J-FPkUPJK71zS1nb4GcHpV4i-3g-cYLJXTMmxtUdvy5e8dqe4niTGUxg54rKyTaTU48ng/uZ_tEjt_wwV4rUPZzKkp9sAj5oIswPrdLyW91ivhWog),"INPUT VOLTAGE: DC-30V, TORQUE RANGE: 0.5-5Kg.cm, 0.43-4.34Lbf.in, 0.05-0.49Nm, TORQUE ACCURACY: (+) (-) 3%, TORQUE ADJUSTMENT: STEPLESS, TORQUE ADJUSTMENT MODE: BACK STOP SCREW, START THE WAY: HAND PRESS, SLOW RPM: 1000, QUICK RPM: 2000-2500, WEIGHT (g): 430, NO LOAD CURRENT (A): 0.3A, APPLICABLE STARTER: H6.35, APPLICABLE SCREW DAIAMETERS(mm): MECHANICAL TOOTH 1.0-2.0, SELF TACKING TOOTH 1.2-2.5",INR 18200.00,25% off,290,Drebon,,"Electric screwdriver, torque control, variable speed, precision, industrial screwdriver",This electric screwdriver is designed for precise fastening with adjustable torque and variable speed control.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342356/qvfpgv8ixrz7smjehmqs.png
EVER STAR PUSH TO START SCREWDRIVER,DB-PGHS-25P-SB,Screwdriver,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/boM88IJSYJw8mcAL3XmbCA/BJuzHgLuSg3ckVcZXOZw7R9qTFVFJguwqktlh6wUnuHmfvPKCOgiAONR156jwhI6edxjvch6a5DJPQrPvDGYUNuVJ2QcCOvsJ7EIcrrhhDlvB5DtaVjVnZ9_PLf16Fbz3_3HgZ9WD4xHAiDUHlX0Pic9pKnjcJIr6nMgJflU-FM/iF34kEUR161jO4nRt9jNYV29v8SHK8SvJPEJ4VMTtV8),"TORQUE RANGE: 5-25Kg.cm/4.34-21.7Lbf.in/0.49-2.45Nm, TORQUE ACCURACY: (+)(-) 3%, TORQUE ADJUSTMENT: STEPLESS, TORQUE ADJUSTMENT MODE: BACK STOP SCREW, START THE WAY: HAND PRESS, SLOW RPM: 1000, QUICK RPM: 2000-2500, WEIGHT (g): 430, NO LOAD CURRENT (A): 0.3A, APPLICABLE STARTER: H6.35, APPLICABLE SCREW DAIMETERS(mm): MECHANICAL TOOTH 1.6-5.0/SELF TACKING TOOTH 2.6-4.5",INR 18200.00,25% off,290,Drebon,,"Electric Screwdriver, Torque Control, Push to Start, Stepless Adjustment, Precision Fastening",An electric screwdriver designed for precision fastening with adjustable torque and hand press start.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342358/mcbonklhuuuvpnzclvww.png
Lever Start Screwdriver,DB-PGI-35L-SB,Screwdriver,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/DqTBfOQuTThgwQyH_8UELw/D99RlxlEfC49yi1Jp9IcRFQV9A5tZnNOmbI8OvUxQ9VFcHnIf0gohTwVjW1vJpI4r5YrFyzkTmav9rfkAFCaSjfk_hLc9hSSbJDTojz13-4Gk6PmNIGZp72PWW7eSNYu7-k6JoD0Dokbj7HHgdyYwcHUi4s36anVNplt-4eJDCc/8mBQCSCim28z4Dmn4kjqNnG-j1H8R_R-iysOtNBuU9s),"INPUT VOLTAGE: DC-30V, TORQUE RANGE: 10-35Kg.cm/8.68-30.38Lbf.in/0.98-3.43Nm, TORQUE ACCURACY: (+)(-) 3%, TORQUE ADJUSTMENT: STEPLESS, TORQUE ADJUSTMENT MODE: EXTERNAL MODE, START THE WAY: HAND PRESSING TYPE, IDLING SPEED RPM: 650, WEIGHT (g): 616, NO LOAD CURRENT (A): 0.3A, APPLICABLE STARTER: H6.35, APPLICABLE SCREW DAIMETERS(mm): MECHANICAL TOOTH 2.6-4.2/SELF TACKING TOOTH 2.6-3.5",INR 22900.00,25% off,290,Drebon,,"Electric Screwdriver, Lever Start, Precision, Torque Control",Used for driving screws with precise torque control.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342359/ai8usk07bkpusr9a1lb1.png
Electric Screwdriver,DB-PGI-45L-SB,Screwdriver,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/SoyDYfAXgKOikY0VBlrtqw/9CRBB9LAM0k1sDxW5kiT-NVm-XjqiwLEmtiAUfT-SOu7Q3M7oPfNCtwMusKb05JqbHNUBRlYNgx8iM6OHkfLZNIpvwqGxUALZfJ3HwoxP9gMzU6MMYgnDiLK9ASLHjajaNy45rsjRMzkyezNs_yM3_VDPl9F_36lga_C6a0PEX0/Qq9CF-K1Uvv9Z7fS6DtOhryi20BgSpxz3oeVXmWBlys),"TORQUE RANGE: 15-45Kg.cm/13.02-39.06Lbf.in/1.47-4.41Nm, TORQUE ACCURACY: (+)(-) 3%, TORQUE ADJUSTMENT: STEPLess, TORQUE ADJUSTMENT MODE: EXTERNAL MODE, START THE WAY: HAND PRESSING TYPE, IDLING SPEED RPM: 650, WEIGHT: 616g, NO LOAD CURRENT: 0.3A, APPLICABLE STARTER: H6.35, APPLICABLE SCREW DAIAMETERS: MECHANICAL TOOTH 2.6-5.0/SELF TACKING TOOTH 2.6-4.2",INR 22900.00,25% off,290,Drebon,,"Electric screwdriver, torque screwdriver, power tool, assembly tool",An electric screwdriver designed for precise torque applications in assembly tasks.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342360/qdq0uxgqiokgjt10ksat.png
Electric Screwdriver,DB-SD-150GH,Screwdriver,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/RRIVD7A7kSpEWOWc4Y4kpQ/U5UQ9p2yBorrDpT4wc5459V5D7ql_P0WvZiZBwTBkmahYUqU_BNWTd_aC-1-yBD8SEBzj26w2EJlipG8zglpkqDf_ziP54AfvOQxJbg6PVDxwcHLeMPHK5yCFsYDx4NH8Hu-gRfWg-J36MqRAJPDi61h5L59BDMcVfdegwjs3LM/P3kdzXDB4WB6Vi8N1SiaYZSWmfyxt1DO3K_6taMsba4),"INPUT VOLTAGE: DC30V, TORQUE RANGE: 60-150Kg.cm, 52.08-130.19Lbf.in, 5.9-14.7Nm, TORQUE ACCURACY: (+) (-) 3%, TORQUE ADJUSTMENT: STEPLSS, TORQUE ADJUSTMENT MODE: EXTERNAL MODE, START THE WAY: LEVER START, IDLING SPEED RPM: 350, WEIGHT (g): 3KGS, NO LOAD CURRENT (A): 0.8A, APPLICABLE STARTER: H6.35, APPLICABLE SCREW DAIMETERS(mm): M6/M8/M10",INR 53440.00,25% off,290,Drebon,,"electric screwdriver, torque screwdriver, adjustable torque, lever start, industrial screwdriver",An electric screwdriver designed for precision fastening with adjustable torque.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342361/dqeeb9arrb16kkyfn8uk.png
Arm for Electric Screwdriver,DB-SD-001ARM,Screwdriver,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/7EJw9fZ6rhXfVbVjhyHV4Q/JRMDM751kZT7UOIpBHblnp5VIoNB7e10cRu-9GbXGcbfV2dMih4_FuMFTtTPMV89fR_fZhJPlMVLka6fw--aV4YkvOHi_rjW8W1E5N6yAxOWKCOTvN_mZVOYp9pzyKTDzgmSiTtKk460Y20L83H04cDnQVrMBz4iKQioLFFzvA4/EWK2-BDV40sCPlV0emF9Pn6KvvgmbWZ1ipOh-ox5Dxo),Compatibility: FOR SD-150H,INR 20375.00,25% off,290,Drebon,,"Arm, Electric Screwdriver, Screwdriver Accessory",An arm designed to hold and position an electric screwdriver for various applications.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342361/vzmc5jrnysydpl2huevr.png
Screwdriver Arm,DB-SD-002ARM,Screwdriver,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/eYcKoG-PUHGEEHzq2Cmenw/kLUJyZkLLqaIr8RIxL0eE9hmw-4DvHexq18d-wxNDNjo_1f-KvlZE1dWvTIOAi31MEG8BYByARl1lCyQAtArxUEohAseR_2U6WGEojc39NdWLWAwLRlJxeWZ5wXvppLxTkvJ9psiL3pUb5aT2Eo-O10syzqqPGwV2CacJY5zs_s/lSlbCPw0MHlOUcYIgURhe0J743ataNcVrYkYo81JuKk),Compatibility: PGHS Series,INR 20375.00,25% off,290,Drebon,,"Screwdriver arm, PGHS series accessory, tool arm",An arm designed to hold screwdrivers from the PGHS series.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342362/ph9eitjjim1qodhyf1hz.png
Screwdriver Arm,DB-SD-ARM17,Screwdriver,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/TpiB8_1rXpEux76dQt-BMg/lIGipHONvrw4T3zTFAGb9H2dMDowCyUXWIlmQ3_81HbRKWhX3tCBODlzZRrLB5IgJGRlXl5w7Y31nqB3ugCfNEDcMDXIZ65TjCMHJhvA8mUC_ESTNjpAzKwyxwnGOv9kT33qmbNB4YLRIK1kATgChbHnzfnm8GZKYKu8OfV9rDQ/f6HO-_kyr4eDGzUhr2C3YFROv3V6A7DIIsief21N70s),Compatibility: PGLX Series,INR 20375.00,25% off,290,Drebon,,PGLX SERIES,Supports and positions a screwdriver for assembly tasks.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342363/bifgxvwgjoid9tlqidqn.png
FLAT 7,FLAT 7,Cheisle,,"Model: FLAT 7, Type: Chisel, Size: 7 inch, Material: Steel, Handle: Wood",INR 305.00,25% off,260,Drebon,,FLAT 7,"Used for shaping, carving, or removing material.",
POINTED 7,POINTED 7,Cheisle,,"Model: POINTED 7, Type: Pointed Chisel, Size: 7 inch, Material: Steel, Handle: Wood",INR 305.00,25% off,260,Drebon,,"pointed chisel, hand tool, 7 inch, carving, shaping","A hand tool designed for precise cutting, carving, and shaping of various materials.",
RIVET HAMMER CHEISLE,RIVET HAMMER CHEISLE,Cheisle,,"Model: RIVET HAMMER CHEISLE, Type: Rivet Hammer Chisel, Size: 3/32 inch, Material: Steel, Handle: Wood",INR 465.00,25% off,260,Drebon,,"Rivet, Hammer, Cheisle, Rivet Hammer",Used for riveting applications.,
RIVET HAMMER CHEISLE,RIVET HAMMER CHEISLE,Cheisle,,"Model: RIVET HAMMER CHEISLE, Type: Rivet Hammer Chisel, Size: 1/8 inch, Material: Steel, Handle: Wood",INR 465.00,25% off,260,Drebon,,"Rivet hammer, chisel, pneumatic tool, demolition, metalworking","Used for cutting, shaping, and removing material in conjunction with a rivet hammer.",
RIVET HAMMER CHEISLE,RIVET HAMMER CHEISLE,Cheisle,,"Model: RIVET HAMMER CHEISLE, Type: Rivet Hammer Chisel, Size: 5/32 inch, Material: Steel, Handle: Wood",INR 465.00,25% off,260,Drebon,,"Rivet, Hammer, Cheisle, Tool",A tool designed for shaping and setting rivets using a hammer.,
RIVET HAMMER CHEISLE,RIVET HAMMER CHEISLE,Cheisle,,"Model: RIVET HAMMER CHEISLE, Type: Rivet Hammer Chisel, Size: 3/16 inch, Material: Steel, Handle: Wood",INR 465.00,25% off,260,Drebon,,"Rivet, Hammer, Chisel, Tool","A tool designed for cutting, shaping, or removing rivets.",
RIVET HAMMER CHEISLE,RIVET HAMMER CHEISLE,Cheisle,,"Model: RIVET HAMMER, Type: Rivet Hammer, Size: 1 inch, Material: Steel, Handle: Wood",INR 1445.00,25% off,260,Drebon,,"rivet hammer, cheisle, tool, riveting",A tool used for riveting tasks.,
CHEISLE SET SET OF 4pcs,RIVET HAMMER CHEISLE,Cheisle,,"Model: CHEISLE SET SET OF 4pcs, Type: Chisel Set, Pieces: 4, Material: Steel, Handle: Wood",INR 425.00,25% off,260,Drebon,,"Cheisle, Set, 4pcs",A set of four chisels for various carving and woodworking tasks.,
Spring Balancer Close Type,DB-SB-03,Spring Balancer,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/udnybT1oHsxHyzrvSVfPqg/6N7huiwZ7DY42fXnZSuPrV5yZs_LEIQuyF1VCOlmRq6oO_a59_vnBHD-8B45NObixCk4miCqJ94-BcecJciAoiLAw74UB6acFXRpKheb0IJzRzQ2Se5MEeeA6pb-u4B7LCJpQL6FxpfPdFHXSmC7bWTMNNgVd8wi9honAaDaqRM/wTp_hH15ldpSkRUiTgJTI6KmVnQO0Z7UhPZbMN3Iyug),Capacity: 0.60 to 1.5kgs,INR 1607.00,25% off,260,Drebon,,"Spring Balancer, Close Type, Tool Balancer, Industrial Balancer, DB-SB-03","Used to suspend tools, reducing operator fatigue and improving efficiency.",https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342364/g5kplqhrbwkvsbmlf8bx.png
Spring Balancer Close Type,DB-SB-04,Spring Balancer,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/qihmV8cRhagWjsYnBCZOhg/N-6Un936qyUXpjziLV9jB2vCba7qiZ3iZgzGpAXlvwg0-E1Kn-S3Au9Cjx9y8DPxoMj0Dq6vETZJ15ls39A9fDvetDgMQ9vOFibqk76CdmgMRK-D-WUovI0S2vUPpBrmlluBU1RvH4q2k_A8z59-eKs_QDGtC6GojZoDs2BYFXk/OGgmkWRdpUT35lCM9FpKUg6SsigZqRnNsiaVipEy6v4),Capacity: 1.50 to 3.0kgs,INR 1607.00,25% off,260,Drebon,,"Spring Balancer, Close Type, Tool Balancer, Industrial Balancer","Provides constant tension to support tools and equipment, enhancing productivity and worker comfort",https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342364/zivyjydlpsk7prraz33e.png
Spring Balancer Close Type,DB-SB-07,Spring Balancer,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/yHrJWhPKkdhLEDn962Yv3g/1KDbBzroiaQP8m2PSCw2TfKF9CwVjEAN9sLc3mkGO9CeG29ixu3M5IISp_ElNnIRGT841DGt-kQIL47NjDdNHHsNLl8ra68zLt3aDveWsBq-XCLYnN4tP_UIhKNYC4Wn3KDOlpGh2FTc_uT57dRe7jzK9IwAKFEpXm0Fw8WlmRQ/JPCLNjTwYNIRRo74ChRHrSILGLC4R2vGD0hLnfhwH_E),Capacity: 3.0 to 5.0kgs,INR 3535.00,25% off,260,Drebon,,"Spring Balancer, Close Type, Tool Balancer, Ergonomic Tool","Designed to suspend tools, reducing operator fatigue and enhancing productivity.",https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342365/qvmnsf15y1xdzjpat4ff.png
Spring Balancer Open Type,DB-SB-05,Spring Balancer,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/psxeohorvXtgwYK1CFOT3g/IVdhBCWRTTh9Puvq9rHiFpEMa77M9SUTI79HJ87U1pr4HKAmKHkts38_ovtnArspdAUeH79rHar2e4ZrE2Zp2TZbb7bw__DjSHgdz7PfVHz2TmjV3vyXmtydDVGElLJ6fTC6wdZY5LKHLBaXPU4VnJ13lInCYpWaz7VTvg4_6r0/mm2Q10iE_Nzg2GGMYiWciu-I98UlYcFuKf0I2XVqYQY),"Capacity: 2.5-5.0kgs, Cable Length: 1.5mt",INR 2995.00,25% off,260,Drebon,,"Spring Balancer, tool suspension, weight balancer, industrial balancer, DB-SB-05","A spring balancer is used to suspend tools, reducing operator fatigue and increasing efficiency.",https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342366/tez2ffmbqtxnndrq74gg.png
Spring Balancer Open Type,DB-SB-09,Spring Balancer,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/lpB420pJv0gvuhI1hCWijg/xNFpLX_xn3BTdCFuWXgRXXiNdomAdMvAsiHW94o4pOmiu6Z44NtBPUY_1d2GG2Hw1EAquA8Jc70cMW0sWuUFjnnOagbn6JATRFPE7GVDGXGOd5CdNI6XHpZMvoWPlJVi5YRfJxDk6Z3K66gGtwW3ksaxTeYIBfsxKWR48oEofFo/aWVBCKAXWFPYjH3Y4MbudYsu1e9bT4wizD7DDFkxqlE),"Capacity: 4.5-9.0 kgs, Cable Length: 1.5 mt",INR 5750.00,25% off,260,Drebon,,"Spring balancer, tool balancer, industrial balancer, DB-SB-09","A spring balancer designed to suspend tools and equipment, reducing operator fatigue and increasing efficiency.",https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342367/syk1qvxcjklyr37lyghp.png
Spring Balancer Open Type,DB-SB-22,Spring Balancer,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/lpB420pJv0gvuhI1hCWijg/xNFpLX_xn3BTdCFuWXgRXXiNdomAdMvAsiHW94o4pOmiu6Z44NtBPUY_1d2GG2Hw1EAquA8Jc70cMW0sWuUFjnnOagbn6JATRFPE7GVDGXGOd5CdNI6XHpZMvoWPlJVi5YRfJxDk6Z3K66gGtwW3ksaxTeYIBfsxKWR48oEofFo/aWVBCKAXWFPYjH3Y4MbudYsu1e9bT4wizD7DDFkxqlE),"Capacity: 15-22kgs, Lift: 1.5mt",INR 9860.00,25% off,260,Drebon,,"Spring Balancer, industrial tool, weight balancer","Used to suspend tools and equipment, reducing operator fatigue and increasing efficiency.",https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342368/hcpcvsch4dzgqnebtsdf.png
Spring Balancer Open Type,DB-SB-30,Spring Balancer,db-i-32.jpg (https://v5.airtableusercontent.com/v3/u/45/45/1759356000000/lpB420pJv0gvuhI1hCWijg/xNFpLX_xn3BTdCFuWXgRXXiNdomAdMvAsiHW94o4pOmiu6Z44NtBPUY_1d2GG2Hw1EAquA8Jc70cMW0sWuUFjnnOagbn6JATRFPE7GVDGXGOd5CdNI6XHpZMvoWPlJVi5YRfJxDk6Z3K66gGtwW3ksaxTeYIBfsxKWR48oEofFo/aWVBCKAXWFPYjH3Y4MbudYsu1e9bT4wizD7DDFkxqlE),"Capacity: 22.30 kgs, Length: 1.5 mt",INR 10200.00,25% off,260,Drebon,,"spring balancer, tool balancer, industrial balancer, weight reduction, ergonomic tool",Designed to reduce operator fatigue by supporting the weight of tools and equipment.,https://res.cloudinary.com/dkse0bpnm/image/upload/v1759342370/dxefrja32jtchzxbc9xa.png
